text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
Пытаясь успокоить публику, он сказал, что вводимый в человека нано-микрочип, будет иметь «ограниченное назначение и будет позволять лишь ответить на вопросы: проходил ли данный человек тестирование на предмет вируса и была ли ему введена вакцина».	-1	-1	-1	-1	1	1
Нет, как эта вакцина будет себя вести с этой категорией людей не известно.	-1	-1	-1	-1	1	1
[USER], во-первых беСплатно, во-вторых сначала сделают всем соцработникам типа врачей, учителей, полицейским и т.д., а потом уже гражданских прививать будут.	-1	-1	-1	-1	1	1
[USER], советские врачи, задушившие эпидемию черной оспы в Москве 50 лет тому назад, прививали по миллиону человек в неделю, прививали заболевших и даже умирающих.	-1	-1	-1	-1	1	1
Вакцина вектора будет такая же эффективная, как и их тесты ПЦР?	-1	-1	-1	-1	0	1
Bloomberg: у российской элиты был доступ к вакцине от коронавируса с апреля	-1	-1	-1	-1	1	1
"Так что, крайне маловероятно, что ""элита"" будет вакцинироваться экспериментальной вакциной."	-1	-1	-1	-1	1	1
На счёт гриппа и прочего, проще с ними, если делать прививки, переносится легко.	-1	-1	-1	-1	2	1
Оказывается, прививки только вредят, особенно тем у кого нет личного и  прокачанного иммунитета.	-1	-1	-1	-1	1	1
те этап тестирования ещё не завершён - но людей массово прививать будем?	-1	-1	-1	-1	1	1
У нас каждый год прививка от Гриппа тоже НАЧИНАЕТСЯ, с осени и она тоже добровольная!	-1	-1	-1	-1	2	1
Вакцину когда направят и лекарства бесплатные тем кто дома лечится??	-1	-1	-1	-1	1	1
На основе существующей базы, происходит получение вакцины от CОVID-19.	-1	-1	-1	-1	1	1
[USER], элементарно, статистика гриппа показывает вакцину в действии с тех пор как она появилась, итог статистика увеличилась с появлением вакцины	-1	-1	-1	-1	1	1
а как это преподносить - со всех сторон это не очень то красиво выглядит, но реальность такая, потому что надо вакцину искать, пока лечить нечем, просто кризис пережить и так вылечиться не получится, восполение легкого всегда оставляет побочку какую-нибудь, а тут более тяжелая форма	-1	-1	-1	-1	2	2
А еще придет терешкова и скажет что ей понравилась первая вакцина и попросит поставить еще 2, про запас.	-1	-1	-1	-1	1	1
"[USER], ""медицинские работники, сотрудники ведомств, рабочие кухни и общепита, педагогические работники, государственные служащие и сотрудники учреждений СОГ, подлежат обязательной вакцинации с учетом специфики работы"""	-1	-1	-1	-1	1	1
Закрывались отделения и целые госпитали, персонал увольняли... Все разговоры про вакцину в этих условиях — мошенничество мирового масштаба.	-1	-1	-1	-1	0	1
[USER], прочитайте не агитационные, а правильные книги и узнаете, что во время эпидемии (а сейчас официально аж пандемия объявлена) вакцинация СТРОГО ЗАПРЕЩЕНА!	-1	-1	-1	-1	1	1
[USER], вирус мутирует, что толку в вакцинах?	-1	-1	-1	-1	1	1
О бабло как рубят, как прививки ставить у них есть  мобильные бригады а как анализ взять так 1900 слупят еще и очередь отстоишь .	-1	-1	-1	-1	1	1
[USER], уже куча таких , они пишут что вакцину сделают , что бы чипировать всех людей	-1	-1	-1	-1	1	1
У нас сегодня премьер министр объявил , что второй человек умер , мы все сидим по домам вторую неделю , только так можно это победить и дать время вирусологам работать над вакциной , Израиль уже тестит на животных , дай б месяца 3 займёт ещё	-1	-1	-1	-1	2	1
Ближайшие полгода-полтора года ситуация будет гулять туда сюда, покуда не создадут вакцину, либо не признают ремдесивир официальным препаратом для лечения короновируса.	-1	-1	-1	-1	1	1
Только запуганный человек в отчаянии пойдет делать вакцину.	-1	-1	-1	-1	0	1
Видимо, тех, кто откажется от вакцинации, запишут в неблагонадежные и второсортные.	-1	-1	-1	-1	1	1
Пока нет эффективных лекарств и вакцин - требуются Чрезвычайные санитарные меры по всей стране - для выявления инфицированных и изоляции, дезинфекции жилищ и вещей и перекрытия распространения инфекции между странами и регионами...!	-1	-1	-1	-1	1	1
И эта новость выходит в аккурат после того, как великобритания обвиняет российскую разведку в попытке украсть у них наработки вакцины от ковида... Не иначе как в кремле слили дезинформацию, чтобы была возможность сказать, что мы ничего не пытались украсть...	-1	-1	-1	-1	1	1
У нас, оказывается, ещё кое-какая наука есть... Надеюсь, что все получится и вакцина будет эффективной.	-1	-1	-1	-1	1	1
Эта хрень не опаснее уже известных ужасных болезней... Просто она новая, ещё не исследованная и нет вакцины.	-1	-1	-1	-1	1	1
[USER], очень надеюсь, что в будущем будут такие же врачи, как и я, которые таким же людям как и вы будут говорить о важности вакцинации, а не дадут лишнюю работу моргам и похоронным агентствам.	-1	-1	-1	-1	2	1
[USER], ну, как раз суть вакцинации в массовости, так что в этом весь смысл её создания.	-1	-1	-1	-1	1	1
[USER], нет колят антирабическую вакцину КОКАВ после укуса собаки, самому кололи, несколько дней.	-1	-1	-1	-1	0	1
К Леониду Рошалю я ничего не имею против,- он всего один, а вакцинации будут подвержены все остальные, без доктора Рошаля... Или вы  на знаете, что делалось  в др.городах нашей страны когда наших детей «вакцинировали» в 90-х, чтобы у них не было потомства- потом все списки были утеряны... тем более, что у Л.Рошаля  большое доверие россиян- ну, что бы не поспекулировать его именем...?	-1	-1	-1	-1	0	0
[USER], хотя у нас со вчерашнего дня распоряжения по Санкт-Петербургу, отменить все приемы, вакцинация, забор анализов до 30 апреля.	-1	-1	-1	-1	1	1
[USER], ну так наши его расшифровали быстрее всех, разработкой вакцины занимаются 5 различных НИИ и ЦНИИ , российские тесты признаны самыми точными, в чем проблема непонятно просто.	-1	-1	-1	-1	2	1
Сильно сомневаюсь что кто то, из наших разработчиков, возьмет ответственность прививать гражданина , а тем более чиновника не проверенной вакциной.	-1	-1	-1	-1	0	1
И скажу ещё раз вакцина есть уже делают детям чиновников и депутатов!	-1	-1	-1	-1	0	0
Пишут же что нет обязат вакцинации и смысла нет, что вы тут демагогию разводите, до конца не дочитаете и начинается трёп.	-1	-1	-1	-1	1	1
Знаю, только что прививка от гриппа содержит несколько вакцин, в том числе и от свиного гриппа.	-1	-1	-1	-1	1	1
Весь смысл вакцины - создание иммунного ответа, до того как наступает заражение.	-1	-1	-1	-1	0	1
"(мы же не американцы, которые хотели купить разработки Германии и внедрить их строго для США, мы люди в отличие от клоунов) Россия и так от недавно наделавшей шума в мире ""Эбола"" , первой в мире изобрела и внедрила вакцину, так что пока ждать нужно..."	-1	-1	-1	-1	1	1
Если она нулевой пациент, то можно сделать вакцину из её антител.	-1	-1	-1	-1	2	1
Зато наши кричат что сделали уже не одну вакцину, а те кто переболел значит снова могут заболеть?	-1	-1	-1	-1	2	1
[USER], т.е. больных людей будут прививать, не зная последствий?))))	-1	-1	-1	-1	0	1
Это всемирно принятые правила испытаний вакцин.	-1	-1	-1	-1	1	1
[USER], туда посадят ещё до вакцинации тех кто будет сопротивляться, остальные от неё либо умрут, либо станут бесплодны!	-1	-1	-1	-1	0	0
В настоящее время приоритетными направлениями являются:  Развитие систем здравоохранения в странах в соответствии с резолюцией об основных принципах национального здравоохранения (1970), в которой чётко обозначены ответственность государства, средства профилактики, участие населения, использование достижений науки и т. д.;  Подготовка и усовершенствование кадров здравоохранения;  Развитие первичной медико-санитарной помощи в соответствии с Алма-Атинской декларацией  ВОЗ-ЮНИСЕФ (1978);  Охрана и укрепление здоровья различных групп населения;  Охрана окружающей среды;  Борьба с инфекционными и паразитарными болезнями, иммунизация и вакцинация против основных эпидемических заболеваний;  Охрана и укрепление психического здоровья;  Обеспечение здоровья матери и ребёнка;  Информирование по проблемам охраны здоровья;  Расширенная программа научных медицинских исследований;  Актуальные направления консультативной и технической помощи странам-членам.	-1	-1	-1	-1	-1	-1
Вакцину испытывали на сильных, стойких и здоровых молодых людях... Страшно даже представить, если бабушке какой её вколят.	-1	-1	-1	-1	2	1
[USER], те вакцины, которые запустили, противопоказаны людям, 60+, и с хрониками.	-1	-1	-1	-1	1	1
Слава богу ребёнок здоров, как слон и только когда он перестал вообще болеть (в четыре года) я стала думать о вакцинах.	-1	-1	-1	-1	0	0
И интересоваться общим отношением той Маши к прививкам.	-1	-1	-1	-1	1	1
[USER], да и изобрести вакцину, зная чем лечить не проблема, а вы вот вроде взрослый умный мужчина, даже знаете чем отличаются, а такие фото выставляете.	-1	-1	-1	-1	1	1
Китай без всякой вакцины справился с заразой, методом самоизоляции.	-1	-1	2	-1	1	0
И пусть они эту вакцину за БОЛЬШИЕ деньги купят, и чувствуют себя счастливчиками. )	-1	-1	-1	-1	1	1
Но чаще всего  болеешь ангиной пишут ОРВИ , а когда дочь у подруги заболела коклюшем , через неделю после прививки от него же, ей сказали , чтобы статистику не портить написали ОРВИ .	-1	-1	-1	-1	1	1
А в Северной Корее вакцинация может быть добровольной?	-1	-1	-1	-1	1	1
[USER], вакцина и лекарство разные вещи загугли	-1	-1	-1	-1	1	1
На хрена нужна прививка, от которой может быть куча осложнений, если она, к тому же, и не защищает на сто процентов?	-1	-1	-1	-1	1	0
Если укусит больное бешенством животное - вакцина на 100 % защитит, если прививку сделать вовремя.	-1	-1	-1	-1	1	1
[USER], с чего вы взяли, что нет 100%-х вакцин?	-1	-1	-1	-1	1	1
[USER], а медицина и до сих пор, кроме прививки не научилось бороться с вирусами.	-1	-1	-1	-1	1	1
[USER], смотри, мне в детстве несколько раз ставили прививку от оспы, но у меня даже следа нет.	-1	-1	-1	-1	2	1
А учёные утверждают, что иммунитет к коронавирусу НЕ вырабатывается, и по этой причине вакцинации им не только бесполезна, но и опасна для жизни и здоровья животных и людей.	-1	-1	-1	-1	0	0
[USER], советую почитать что такое вакцинация и как она работает.	-1	-1	-1	-1	1	1
Это ещё минимум полгода испытаний, а они хотят ей чуть ли не в конце года прививать.	-1	-1	-1	-1	1	1
Пускай себе вколет тройную дозу, вакцин хватит для него.	-1	-1	-1	-1	1	1
Наверно, я не так понял, но что вы тогда хотели сказать тем, что уже есть база для вакцины?	-1	-1	-1	-1	1	1
До 2009 года имелось множество вакцин от гриппа различных штаммов, серотипа А в том числе.	-1	-1	-1	-1	1	1
Китайцы уже разработали и опробовали в реальных условиях вакцину.	-1	-1	-1	-1	1	1
[USER], прочитайте внимательно пост... Михаил Мурашко заявил, что вакцинация от коронавируса будет добровольной: ...    По словам министра, вакцинация будет происходить поэтапно, в первую очередь будут привиты медицинские работники.	-1	-1	-1	-1	1	1
а что если коронавирус - это прикрытие для введения фашистской диктатуры, завязанной на цифре и поголовной вакцинации населения?	-1	-1	-1	-1	2	0
Обьясните мне, если есть изличившиеся, значит организмы выробатали анти тела, то есть по сути вакцину, но лекарства нет, был птичий свиной грип такого ажеатажа не было, рак спид вич грипп больше народу косит, кто создает панику?	-1	-1	-1	-1	0	1
[USER], тем не менне ЕС заявил что российской вакциной мы не будем прививать даже обезьян	-1	-1	-1	-1	1	1
Вакцина, чтоб стать массовой, должна пройти через 3 фазы испытаний.	-1	-1	-1	-1	1	1
Недостаточно доказательств безопасности и эффективности этих вакцин.	-1	-1	-1	-1	1	1
"Смешно просто... Ж полная на россии... И почему то ""вакцина"" не работает)"	-1	-1	-1	-1	1	1
В США уже давно создана вакцина о которой они молчат!	-1	-1	-1	-1	1	1
[USER], вакцины не сам вирус, обычно это или часть вируса либо продукты его жизнедеятельности, на которые реагирует организм и начинает вырабатывать антитела.	-1	-1	-1	-1	2	2
А так да, вакцина не дает полный иммунитет к болезни.	-1	-1	-1	-1	1	2
Потом это вакцина будет большие бабки стоить и бесплатно тебе её никто не поставит (((	-1	-1	-1	-1	2	1
[USER], тот факт, что вы уравниваете прививку против пневмококка и вакцину против вируса - уже сам по себе о многом говорит.	-1	-1	-1	-1	1	1
Даже если это вирус схожий с гриппом, с пневмонией, который поражает легкие то это новый мутированный вид и на данном этапе вакцины от него нет.	-1	-1	-1	-1	1	1
[USER], дело не в вакцине, просто рот закрой и не позорься, если не знаешь как иммунитет работает)	-1	-1	-1	-1	2	2
[USER], не вводите людей в заблуждение, от гриппа летальность около одного процента, от этой дряни около четырех, плюс нет лекарств и вакцины, распространение значительно быстрее.	-1	-1	-1	-1	0	1
соснули все- и сша и рф со своими вакцинами	-1	-1	-1	-1	2	1
[USER], открою секрет-человек выздоравливает не от вакцин, а его иммунная система подавляет вирус!	-1	-1	-1	-1	1	1
А губернатор ялты умер от ковида после прививки...	-1	-1	-1	-1	0	1
[USER], вакцина должна пройти клинические исследования, которые длятся, минимум, год.	-1	-1	-1	-1	0	0
Вакцина - это биоматериал вируса, стимулирующий специфический иммунитет.	-1	-1	-1	-1	2	2
Не обязательно прививать всех поголовно, достаточно начать с проблемных регионов и тех, кто в группе риска.	-1	-1	-1	-1	1	1
Медики будут отслеживать состояние пациентов и тестировать вакцины.	-1	-1	-1	-1	1	1
Если школы будут закрыты очень долго, то родители найдут вакцину раньше, чем учёные.	-1	-1	-1	-1	1	1
Даже если будет хорошая вакцина, кто скажет, какое время будет действовать иммунитет?	-1	-1	-1	-1	2	1
Убеждена, и никто меня не переубедит, что такая вакцина была создана сразу же вслед за этим самым вирусом, а иначе его не выпустили бы из создавшей его лаборатории, чтобы ей сгореть!	-1	-1	-1	-1	1	1
Значит, прививки нужны и делать их надо, ЕСЛИ ХОЧЕШЬ ЖИЗНЬ СОХРАНИТЬ СЕБЕ И ДЕТЯМ.	-1	-1	-1	-1	0	0
[USER], а вы будете  знать что входит в состав вакцины?	-1	-1	-1	-1	0	1
По радио трещат о том, что собираются вакцинировать каждого 3-го Россиянина.	-1	-1	-1	-1	1	1
А простой народ когда вакцина будет уверенно безопасна и эффективна.	-1	-1	-1	-1	0	0
Пусть элита не доработанную вакцину и колет.	-1	-1	-1	-1	1	1
сделают публичный вид как будто прививка сделана, на самом деле, уколятся витаминками, и как?	-1	-1	-1	-1	1	1
[USER], а причем спутник?, его ещё произвести в достаточном количестве нужно, а так медиков уже прививают	-1	-1	-1	-1	1	1
А в придачу к нему (а, точнее, – под его прикрытием) идёт целый инструментарий насилия над обществом: системы слежения и цифрового контроля, цифровые пропуска, штрафы, запреты, ограничения, QR-коды и, главное, – итоговая поголовная вакцинация.	-1	-1	-1	-1	-1	1
Вакцина - панацея готова, только через год может помрут люди от побочек, никто ж не знает, как она дальше то будет действовать... главное отрапортровать...	-1	-1	-1	-1	0	0
По словам Гинцбурга, рассматривать лекарства в качестве альтернативы вакцине неверно, так как они не смогут заменить прививки.	-1	-1	-1	-1	1	1
Вакцина разрабатывалась и тестировалась ещё до появления ковид в РФ и даже Китае (за такой короткий срок невозможно пройти полный цикл разработки, вакцины делают 10-15 лет, вообще-то).	-1	-1	-1	-1	0	1
Почитайте историю о оспе и австрийском дворе, и о Екатерине Второй, которая не побоялась сделать прививку, дабы подать пример подданным.	-1	-1	-1	-1	2	1
Без борьбы - утилизация или чипизация пож видом прививок	-1	-1	-1	-1	1	1
В ситуации, когда очевидно, что COVID-19 не имеет особой опасности, никто не вправе принуждать людей к обязательной вакцинации, тем более, под угрозой штрафов или иных ограничений прав, включая перемещение между странами.	-1	-1	-1	-1	1	1
[USER], так и лапшу науши пускай не вешают тогда, что есть вакцина.	-1	-1	-1	-1	1	1
Теперь разработали побыстрому, да еще целых цетыре штуки... Что-то странное происходит с этим вирусом и вакцинами	-1	-1	-1	-1	1	1
Польша скоро ликвидирует вирус и для блага своих граждан приняла закон о ПРИНУДИТЕЛЬНОЙ вакцинации Статья 36 :    1.	-1	-1	-1	-1	0	0
[USER], поэтому до января будет ковидло волнами нас накрывать, на удаленку  и растянут до вакцинации принудительной.	-1	-1	-1	-1	2	1
Вы серьёзно думаете, что эта чудо вакцина сотворена на благо нашего народа?	-1	-1	-1	-1	0	0
были асфиксии , тяжелые роды у тех трёх  до 4 месяцев развивались нормально, а после АКДС  начались проблемы... и так же асфиксия серьёзная у ребенка, мама которого не прививала, нормальный пацан 9лет!	-1	-1	-1	-1	2	1
Да зачем он нам нужен Отменяют карантин?вы что, совсем что ли ?коронавирус же  Изобретают вакцину ?	-1	-1	-1	-1	-1	-1
[USER], штампуйтесь,, удачи,, ваш имунитет и будет зависеть только от прививки,,	-1	-1	-1	-1	0	1
Для этого либо переболеть 60% популяции, либо вакцинировать такое же количество.	-1	-1	-1	-1	0	1
Как могли её полностью вылечить если ещё лекарство и вакцина не изобретена?	-1	-1	-1	-1	1	1
История с вакцинацией от коронавируса напоминает историю вакцинации от гриппа, от которого только в этом году умерло в США порядка 80 тыс. и миллионы заражены.	-1	-1	-1	-1	1	1
Поэтому от гриппа и нет универсальный таблетки и вакцины делают постоянно  новые.	-1	-1	-1	-1	0	1
"[USER], кстати, от эболы вакцину произвели в том самом "" Векторе"", куда отправляют анализы на коронавирус."	-1	-1	-1	-1	2	1
"Я не делаю ""сенсаций"" и "" открытий"", а раз есть носитель, то значит в дальнейшем перейдёт в вирус, так почему же за столько лет не создали вакцину?"	-1	-1	-1	-1	0	1
[USER], так-то да, но согласитесь, это уровень  способом завлекать народ на вакцинацию	-1	-1	-1	-1	0	1
Вакцинация бесплатная, а вакцина может быть платная.	-1	-1	-1	-1	1	1
Сейчас врачи всего мира работают над этой вакциной и это не спорт кто быстрее создаст, не в этом дело, дело в том, что бы эта вакцина работала и была безопасна для людей.	-1	-1	-1	-1	2	1
"Как устрашающи звучит""массовая вакцинация"" бббррр"	-1	-1	-1	-1	1	1
Более того, данная вакцина не действует на людей :пожилого возраста, с подавленным иммунитетом, употребляющим алкоголь, употребляющим противовоспалительные препараты и (барабанная дробь) к людям испытывающим стресс.	-1	-1	-1	-1	2	1
В отличие от обычного сезонного гриппа, от COVID-19 нет вакцины.	-1	-1	-1	-1	1	1
То как работала и работает система здравоохранения, и изобретение вакцины - несвязные вещи Удачи:)	-1	-1	-1	-1	1	1
Еще недельку потерпите, как сообщает Шпигель, через недельку ВОЗ разрешит пользоваться почти всеми вакцинами, которые находятся на последней стадии испытаний, правда очень осторожно.	-1	-1	-1	-1	1	1
Мне досталась вакцина, что теперь показывают результаты анализов на антитела.	-1	-1	-1	-1	1	2
По-любому витамины колоть будут, под видом вакцины)) ещё и бесплатно	-1	-1	-1	-1	0	1
[USER], а как же хроники, многие работают ещё, их надо прививать.	-1	-1	-1	-1	2	1
Название вакцины пишется на латыни, а не английскими буквами.	-1	-1	-1	-1	1	1
[USER], Если через год вакцину найдут, представляю что будет в мире .	-1	-1	-1	-1	1	1
в апреле 2020 в Гамалеи начались доклинические испытания созданной ими вакцины Сотрудники испытывали вакцину на себе и добровольцах.	-1	-1	-1	-1	1	1
[USER], если даже и переболеют почти все, то карантин даст хотя бы время на поиск вакцины и лекарства.	-1	-1	1	1	2	1
Так нехер было заражать под видом прививки от гриппа население.	-1	-1	-1	-1	0	0
Но сейчас – и до начала следующего года, скорее всего – вакцина для народных масс доступна не будет.	-1	-1	-1	-1	1	1
Недавно в Санкт-Петербурге наблюдала длинную очередь за прививками в передвижную амбулаторию.	-1	-1	-1	-1	1	1
лучше бы эти деньги с разработки приложения направили на разработку вакцины или аппараты вентиляции легких, с другой стороны - может и не совсем зря - контора то серъезная и глупостями не занимается...	-1	-1	-1	-1	1	1
Вакцина  скажу не офера какая нибудь не выходя из дома проверите что не вру!	-1	-1	-1	-1	1	1
[USER], Кто в качестве подопытных крысс в качестве массовой вакцинации?	-1	-1	-1	-1	0	1
А то Дума додумается до того, что нас как стадо овец загонят в загон и проведут принудительную вакцинацию.	-1	-1	-1	-1	0	1
"[USER], для детей и пожилых планируется от ""Вектора"" вакцину."	-1	-1	-1	-1	1	1
"Отрапортовали о создании вакцины, а отрапортовать, какой период времени у вакцинированных держатся в крови антитела, ""забыли""."	-1	-1	-1	-1	1	1
ну положим Moderna в США тоже начала вакцинировать	-1	-1	-1	-1	1	1
Вот почему, сейчас на время эпидемии все прививки запрещены.	-1	-1	-1	-1	2	1
В декабре 2019 делал прививку КАК РАЗ ОТ ГРИППА.	-1	-1	-1	-1	1	1
Вроде как власти Великобритании обвинили российскую разведку в попытке украсть данные по разработке вакцины от коронавируса COVID-19.	-1	-1	-1	-1	1	1
Поэтому и вакцину, и препараты изобрели первыми.	-1	-1	-1	-1	1	1
[USER], а у американцев есть?а то американцы пишут что в России уже с апреля используют вакцину	-1	-1	-1	-1	1	1
И потом если та самая вакцина -что не гарантирует долгую защиту, а всего лишь на несколько месяцев-то смыс какой в ней?	-1	-1	-1	-1	1	1
От прививок , которые тестят на людях от якобы короны	-1	-1	-1	-1	1	1
[USER], а еще есть вакцины против Вирусного гепатита В и С!	-1	-1	-1	-1	1	1
Нет лекарств и нет вакцины от этой дряни, люди просто будут умирать в своих квартирах	-1	-1	-1	-1	0	1
США же не тестирует вакцину на беременных женщинах.	-1	-1	-1	-1	1	1
Какие мать их ракеты, какие вакцины, в стране нет мед. кислорода из-за проволочек с закупками.	-1	-1	-1	-1	1	1
хотелось бы быстрее, но может вакцину тут какой-то вклад внесет и дело пойдет быстрее.	-1	-1	-1	-1	2	1
Под видом вакцинации от «короновируса» (псевдоопасного вируса - обычной разновидности гриппа), мировое правительство решило уничтожить семь миллиардов, оставив «золотые полмиллиарда» - себя и свой обслуживающий персонал.	-1	-1	-1	-1	0	1
А ещё Россия проводит испытания вакцины, и возможно мы будем первые кто ее создаст!	-1	-1	-1	-1	1	1
Главное выбить финансирование на прививки и потом отчитаться.	-1	-1	-1	-1	2	1
Роман, думаю, что прививки в данном случае как раз работают в соответствии с рекомендациями их применения, а вот не привитые подвержены большим рискам многократного заражения(как гриппом).	-1	-1	-1	-1	2	2
Специально для хохлоботов, и сотрудников Страткома - Песков переболел короной, и ему прививка не нужна.	-1	-1	-1	-1	1	1
По словам Френсиса Кеннеди-младшего, вероятность гибели после подобной прививки довольно высока.	-1	-1	-1	-1	1	1
Регистрация вакцины «Гам-КОВИД-Вак» (Спутник V) является временной.	-1	-1	-1	-1	1	1
В общем-то похоже удастся продержаться без жестких ограничений до начала вакцинации, ее уже к декабрю обещают.	-1	-1	-1	-1	1	1
[USER], вакцины нет не на кого , надо быть самим осторожно относится к своему здоровью , заразиться легко , а вот вылечиться , вопрос ?	-1	-1	-1	-1	1	1
До выхода вакцины остаются считанные дни, так что можно начинать готовить новое снятие ограницений	-1	-1	-1	-1	2	1
С добровольцем заключается договор, что после прививки в определенные сроки она должна родить, тем более это все оплачивают им. А вообще любые вакцины должны быть исследованы со всех сторон, здесь спешка неуместна, т.к. это касается жизни и здоровья  потом не пришлось ее отзывать с аптек и лечебных учреждений, как бывает иногда.	-1	-1	-1	-1	1	1
Вроде и вакцину уже тестируют, да и в целом примерно понятно, как быть.	-1	-1	-1	-1	1	1
[USER], причём здесь вакцинация и антитела после перенесён ной болезни?	-1	-1	-1	-1	1	1
[USER], 28 дней это отпуск, всех отпускников в течение года можно вакцинировать.	-1	-1	-1	-1	1	1
Пусть эту вакцину доставят в Республику Крым и Севастополь.	-1	-1	-1	-1	0	1
Во-вторых, у нас в обществе низкий уровень знаний о вакцинах.	-1	-1	-1	-1	1	1
[USER], а как они создали эту вакцину если вирус уже мутировал 3 раза и ещё будет мутировать не угадать каким он будет через пол года и вакцина явно не поможет как мне кажется	-1	-1	-1	-1	1	1
Мда... Вакцина в самом сказочном случае разрабатывается года два.	-1	-1	-1	-1	1	1
[USER], по этому я писал про два реальных варианта  вакцина и  остальное не решит проблем...	-1	-1	-1	-1	1	1
Вакцинация такая  гарантия, что не плацебо вколят... А будешь думать антитела вырабатывает организм.)))	-1	-1	-1	-1	1	1
[USER], а факт того что вакцины минимум год должны проверяться вас не смущает?	-1	-1	-1	-1	1	1
[USER], правильно сделаете, я тоже не собираюсь делать, какие то прививки от простуды	-1	-1	-1	-1	0	1
Если так и продолжится, то скоро вакцину запустят в производство и она станет доступна тем, кому нужна.	-1	-1	-1	-1	1	1
Вакцина - это вирусные частицы, внедренные в безопасный вирусоноситель.	-1	-1	-1	-1	1	1
Дождутся вакцины, вакцинируются и будут дольше счастливо и здоровО жить... а вот, что нас ждет - бооольшой вопрос.	-1	-1	-1	-1	1	1
Представитель ВОЗ Майкл Райан заявил, что организация намерена добиться всеобщего доступа к вакцинации от коронавируса.	-1	-1	-1	-1	1	1
[USER], плохо прочитал википедию, читать статьи надо до конца) Эффективную вакцину все же в СССР разработали	-1	-1	-1	-1	2	1
Что за бред как вы можете утверждать такое , если у вас вакцины даже нет  А может она есть ?	-1	-1	-1	-1	0	1
И пусть путиноидов всех вакцинируют - они достойны , а мы уж как нибудь проживём за свой счёт - за иммунный...	-1	-1	-1	-1	0	1
+отсутствие вакцины, что тоже очень неудобно, согласитесь.	-1	-1	-1	-1	0	0
Вакцина антикороны должен называться Путин с путинизмом РФ в ГУЛАГЕ... с названием на входе арбайтен махт фрай...	-1	-1	-1	-1	1	1
превратили тут в колонию и думают вакцину им кто даст?	-1	-1	-1	-1	2	1
Даже не смотря на то, что в Китае эпидемия пошла на спад, а в России не так уж много больных по сравнению с ЕС и США, но найти вакцину от него и одолеть проще всем миром.	-1	-1	-1	-1	1	1
[USER], тем более, вакцина от гриппа не входит в состав обязательных.	-1	-1	-1	-1	1	1
То есть подготовка к вакцинации большого числа людей завершится к концу года.	-1	-1	-1	-1	1	1
Но и зачем вся эта возня с карантином и прививками, они ещё, что нибудь подкинут.	-1	-1	1	1	2	1
[USER], Вакцину пока ещё не изобрели, к тому же ей не лечат - она для профилактики.	-1	-1	-1	-1	1	1
[USER], Китайцы говорят, что главное помочь организму  есть организм борется сам, просто у организма может нехватает внутренних  вакцина конечно гораздо лучше, но пока её сделают...	-1	-1	-1	-1	2	1
То есть весь мир делает наперегонки вакцину,  нормально.	-1	-1	-1	-1	2	1
а кто плохо себя ведет тем он не даст доступ к вакцине.	-1	-1	-1	-1	1	1
Сейчас необходимо активно штамповать вакцину, а не гробить страну ограничениями.	-1	-1	-1	-1	1	1
И никаких вакцин не нужно, нужен здоровый, трезвый образ жизни.	-1	-1	-1	-1	1	0
[USER], а от гриппа есть вакцина и знают чем лечить.	-1	-1	-1	-1	1	1
[USER], про вакцину было смешно прочесть, рядовой медик вам должен дать такую  информацию?	-1	-1	-1	-1	1	1
Только идиот пойдёт на такой шаг , чтоб вакцину эту сделать.	-1	-1	-1	-1	2	1
[USER], и приэтом вакцина уже готова, в Италию неспроста поехали	-1	-1	-1	-1	1	1
Билл ты свою вакцину туда себе поставь откуда ты воду свою делаешь из канализации	-1	-1	-1	-1	0	1
В общем-то, первое испытание новой вакцины на себе - акт героический.	-1	-1	-1	-1	1	1
